timestamp,open,high,low,close,volume
2025-01-02T09:00:00+00:00,105.14,105.65,105.10,105.53,53.74
2025-01-02T10:00:00+00:00,105.53,107.23,105.52,107.01,52.78
2025-01-02T11:00:00+00:00,107.01,107.24,106.58,106.65,88.52
2025-01-02T12:00:00+00:00,106.65,106.74,105.73,106.20,28.10
2025-01-02T13:00:00+00:00,106.20,106.57,105.05,105.95,68.49
2025-01-02T14:00:00+00:00,105.95,106.09,104.90,105.06,40.43
2025-01-02T15:00:00+00:00,105.06,105.79,104.94,105.61,29.82
2025-01-02T16:00:00+00:00,105.61,107.05,105.52,106.87,87.37
2025-01-02T17:00:00+00:00,106.87,109.12,106.77,108.92,70.21
2025-01-02T18:00:00+00:00,108.92,109.30,108.56,109.15,52.54
2025-01-02T19:00:00+00:00,109.15,109.26,108.27,108.80,27.14
2025-01-02T20:00:00+00:00,108.80,109.89,108.50,109.71,75.62
2025-01-02T21:00:00+00:00,109.71,110.70,108.94,110.29,18.86
2025-01-02T22:00:00+00:00,110.29,110.45,109.60,109.75,27.12
2025-01-02T23:00:00+00:00,109.75,110.05,109.25,109.35,35.07
2025-01-03T00:00:00+00:00,109.35,110.16,108.80,109.48,59.53
2025-01-03T01:00:00+00:00,109.48,111.32,109.13,110.24,85.24
2025-01-03T02:00:00+00:00,110.24,112.52,110.13,112.39,53.71
2025-01-03T03:00:00+00:00,112.39,112.46,111.78,112.08,15.28
2025-01-03T04:00:00+00:00,112.08,112.68,110.27,110.32,50.95
2025-01-03T05:00:00+00:00,110.32,112.69,109.97,112.02,99.59
2025-01-03T06:00:00+00:00,112.02,112.19,110.67,110.81,97.18
2025-01-03T07:00:00+00:00,110.81,111.91,110.64,111.58,77.32
2025-01-03T08:00:00+00:00,111.58,112.97,110.99,112.83,24.17
2025-01-03T09:00:00+00:00,112.83,113.06,112.80,112.94,26.72
2025-01-03T10:00:00+00:00,112.94,113.20,111.96,111.97,90.13
2025-01-03T11:00:00+00:00,111.97,112.58,111.57,112.57,65.74
2025-01-03T12:00:00+00:00,112.57,112.76,110.98,111.67,28.38
2025-01-03T13:00:00+00:00,111.67,111.72,111.31,111.52,45.62
2025-01-03T14:00:00+00:00,111.52,111.75,111.11,111.31,16.53
2025-01-03T15:00:00+00:00,111.31,113.88,111.03,112.84,99.65
2025-01-03T16:00:00+00:00,112.84,113.64,112.77,113.55,89.28
2025-01-03T17:00:00+00:00,113.55,115.99,113.35,115.78,24.20
2025-01-03T18:00:00+00:00,115.78,117.05,115.11,116.64,68.86
2025-01-03T19:00:00+00:00,116.64,117.19,115.05,115.08,36.94
2025-01-03T20:00:00+00:00,115.08,115.69,114.04,114.14,19.63
2025-01-03T21:00:00+00:00,114.14,114.85,114.06,114.63,64.43
2025-01-03T22:00:00+00:00,114.63,114.86,114.47,114.66,53.97
2025-01-03T23:00:00+00:00,114.66,115.14,113.97,114.29,18.31
2025-01-04T00:00:00+00:00,114.29,114.40,113.30,113.81,67.34
2025-01-04T01:00:00+00:00,113.81,114.04,113.32,114.01,59.65
2025-01-04T02:00:00+00:00,114.01,114.07,113.45,114.05,91.35
2025-01-04T03:00:00+00:00,114.05,115.61,113.89,115.07,62.43
2025-01-04T04:00:00+00:00,115.07,115.64,114.84,115.51,81.65
2025-01-04T05:00:00+00:00,115.51,117.88,115.02,117.47,28.91
2025-01-04T06:00:00+00:00,117.47,117.78,117.36,117.64,46.57
2025-01-04T07:00:00+00:00,117.64,117.76,115.85,115.97,93.69
2025-01-04T08:00:00+00:00,115.97,118.37,115.74,117.76,12.23
2025-01-04T09:00:00+00:00,117.76,117.78,115.93,116.20,93.77
2025-01-04T10:00:00+00:00,116.20,117.51,116.11,116.95,80.86
2025-01-04T11:00:00+00:00,116.95,117.42,116.07,116.45,87.27
2025-01-04T12:00:00+00:00,116.45,117.45,116.21,116.91,81.58
2025-01-04T13:00:00+00:00,116.91,117.28,116.84,117.27,27.38
2025-01-04T14:00:00+00:00,117.27,117.79,116.35,116.59,67.73
2025-01-04T15:00:00+00:00,116.59,117.29,116.09,116.60,58.26
2025-01-04T16:00:00+00:00,116.60,117.24,116.42,117.19,96.63
2025-01-04T17:00:00+00:00,117.19,117.27,117.04,117.25,49.11
2025-01-04T18:00:00+00:00,117.25,117.57,116.97,117.32,44.67
2025-01-04T19:00:00+00:00,117.32,117.52,116.71,116.82,73.79
2025-01-04T20:00:00+00:00,116.82,119.05,116.35,119.04,76.78
2025-01-04T21:00:00+00:00,119.04,119.18,118.62,118.87,16.30
2025-01-04T22:00:00+00:00,118.87,119.10,118.40,118.62,74.78
2025-01-04T23:00:00+00:00,118.62,120.48,118.38,120.40,46.76
2025-01-05T00:00:00+00:00,120.40,120.55,119.74,119.96,94.63
2025-01-05T01:00:00+00:00,119.96,121.08,119.37,120.80,65.40
2025-01-05T02:00:00+00:00,120.80,121.16,120.37,120.61,48.69
2025-01-05T03:00:00+00:00,120.61,121.17,120.40,120.78,51.85
2025-01-05T04:00:00+00:00,120.78,120.86,119.73,120.37,81.64
2025-01-05T05:00:00+00:00,120.37,120.92,120.26,120.86,56.39
2025-01-05T06:00:00+00:00,120.86,121.06,120.28,120.49,70.55
2025-01-05T07:00:00+00:00,120.49,120.52,119.09,119.29,12.20
2025-01-05T08:00:00+00:00,119.29,119.83,119.22,119.49,47.30
2025-01-05T09:00:00+00:00,119.49,119.63,119.23,119.38,72.67
2025-01-05T10:00:00+00:00,119.38,119.38,118.85,118.87,77.59
2025-01-05T11:00:00+00:00,118.87,118.98,118.73,118.96,48.26
2025-01-05T12:00:00+00:00,118.96,120.82,118.86,120.14,32.43
2025-01-05T13:00:00+00:00,120.14,120.47,119.87,120.27,82.13
2025-01-05T14:00:00+00:00,120.27,121.05,118.51,119.12,90.23
2025-01-05T15:00:00+00:00,119.12,119.48,117.72,118.04,55.43
2025-01-05T16:00:00+00:00,118.04,119.08,117.64,118.75,52.72
2025-01-05T17:00:00+00:00,118.75,118.76,117.79,118.02,67.39
2025-01-05T18:00:00+00:00,118.02,118.65,117.85,118.29,16.97
2025-01-05T19:00:00+00:00,118.29,118.34,117.70,117.93,38.77
2025-01-05T20:00:00+00:00,117.93,117.97,117.56,117.62,73.58
2025-01-05T21:00:00+00:00,117.62,119.44,117.50,119.15,58.84
2025-01-05T22:00:00+00:00,119.15,119.26,118.21,118.78,62.57
2025-01-05T23:00:00+00:00,118.78,120.08,118.23,119.88,78.90
2025-01-06T00:00:00+00:00,119.88,119.99,119.58,119.96,86.81
2025-01-06T01:00:00+00:00,119.96,121.63,119.87,121.33,77.28
2025-01-06T02:00:00+00:00,121.33,121.44,120.27,120.31,49.23
2025-01-06T03:00:00+00:00,120.31,121.35,120.26,121.09,71.12
2025-01-06T04:00:00+00:00,121.09,121.19,120.64,120.79,66.00
2025-01-06T05:00:00+00:00,120.79,121.33,120.74,121.04,60.80
2025-01-06T06:00:00+00:00,121.04,122.53,120.82,122.46,14.53
2025-01-06T07:00:00+00:00,122.46,123.51,122.32,123.36,39.42
2025-01-06T08:00:00+00:00,123.36,123.86,123.36,123.57,32.70
2025-01-06T09:00:00+00:00,123.57,123.62,121.99,122.02,58.55
2025-01-06T10:00:00+00:00,122.02,123.00,121.71,123.00,68.66
2025-01-06T11:00:00+00:00,123.00,123.02,121.14,121.87,27.94
2025-01-06T12:00:00+00:00,121.87,122.55,121.56,122.52,60.76
2025-01-06T13:00:00+00:00,122.52,123.71,122.07,123.62,79.02
2025-01-06T14:00:00+00:00,123.62,124.72,123.62,124.36,83.74
2025-01-06T15:00:00+00:00,124.36,124.50,124.03,124.06,12.31
2025-01-06T16:00:00+00:00,124.06,124.47,123.39,123.68,74.35
2025-01-06T17:00:00+00:00,123.68,124.09,123.37,123.58,66.45
2025-01-06T18:00:00+00:00,123.58,125.26,123.34,124.95,20.89
2025-01-06T19:00:00+00:00,124.95,125.47,124.04,124.10,41.25
2025-01-06T20:00:00+00:00,124.10,124.22,123.17,123.44,86.46
2025-01-06T21:00:00+00:00,123.44,123.60,123.32,123.54,96.47
2025-01-06T22:00:00+00:00,123.54,123.96,122.47,122.55,76.04
2025-01-06T23:00:00+00:00,122.55,122.78,121.70,121.75,82.74
2025-01-07T00:00:00+00:00,121.75,121.83,120.42,120.86,34.16
2025-01-07T01:00:00+00:00,120.86,121.89,120.41,121.56,17.80
2025-01-07T02:00:00+00:00,121.56,122.32,121.16,122.17,44.11
2025-01-07T03:00:00+00:00,122.17,123.13,122.06,122.56,26.37
2025-01-07T04:00:00+00:00,122.56,123.57,122.22,123.05,73.11
2025-01-07T05:00:00+00:00,123.05,124.73,123.01,124.73,95.33
2025-01-07T06:00:00+00:00,124.73,126.31,124.22,126.07,72.15
2025-01-07T07:00:00+00:00,126.07,126.50,125.79,126.29,81.36
2025-01-07T08:00:00+00:00,126.29,127.04,126.19,126.92,62.34
2025-01-07T09:00:00+00:00,126.92,127.29,126.25,126.31,48.30
2025-01-07T10:00:00+00:00,126.31,126.66,126.24,126.39,32.63
2025-01-07T11:00:00+00:00,126.39,126.53,125.67,125.80,20.76
2025-01-07T12:00:00+00:00,125.80,125.92,124.33,124.41,53.58
2025-01-07T13:00:00+00:00,124.41,125.22,123.60,125.09,57.22
2025-01-07T14:00:00+00:00,125.09,125.23,125.01,125.09,26.15
2025-01-07T15:00:00+00:00,125.09,126.16,125.06,125.79,34.69
2025-01-07T16:00:00+00:00,125.79,127.07,125.74,127.01,88.16
2025-01-07T17:00:00+00:00,127.01,127.62,126.62,126.65,61.67
2025-01-07T18:00:00+00:00,126.65,126.71,125.75,125.78,94.70
2025-01-07T19:00:00+00:00,125.78,126.69,125.71,126.13,46.06
2025-01-07T20:00:00+00:00,126.13,127.54,125.97,127.35,60.66
2025-01-07T21:00:00+00:00,127.35,127.91,126.44,127.59,20.66
2025-01-07T22:00:00+00:00,127.59,128.19,127.54,127.78,57.03
2025-01-07T23:00:00+00:00,127.78,128.09,127.13,127.23,87.41
2025-01-08T00:00:00+00:00,127.23,128.08,126.93,128.07,76.61
2025-01-08T01:00:00+00:00,128.07,128.26,127.22,127.28,28.99
2025-01-08T02:00:00+00:00,127.28,127.43,127.01,127.07,10.24
2025-01-08T03:00:00+00:00,127.07,127.83,126.95,127.45,36.21
2025-01-08T04:00:00+00:00,127.45,128.14,127.35,127.67,71.86
2025-01-08T05:00:00+00:00,127.67,128.14,126.54,126.78,66.26
2025-01-08T06:00:00+00:00,126.78,127.38,125.39,125.73,68.29
2025-01-08T07:00:00+00:00,125.73,126.76,125.42,126.29,16.43
2025-01-08T08:00:00+00:00,126.29,126.96,126.29,126.73,35.97
2025-01-08T09:00:00+00:00,126.73,127.06,125.29,125.61,72.98
2025-01-08T10:00:00+00:00,125.61,126.78,125.49,126.65,13.59
2025-01-08T11:00:00+00:00,126.65,126.95,126.54,126.71,32.53
2025-01-08T12:00:00+00:00,126.71,129.10,126.51,128.68,95.57
2025-01-08T13:00:00+00:00,128.68,129.13,127.71,127.71,34.26
2025-01-08T14:00:00+00:00,127.71,129.34,127.28,129.21,92.45
2025-01-08T15:00:00+00:00,129.21,129.65,128.85,129.49,67.13
2025-01-08T16:00:00+00:00,129.49,129.49,128.97,129.13,70.31
2025-01-08T17:00:00+00:00,129.13,129.98,128.92,129.82,72.43
2025-01-08T18:00:00+00:00,129.82,130.52,129.18,129.33,50.93
2025-01-08T19:00:00+00:00,129.33,129.43,128.06,128.30,97.32
2025-01-08T20:00:00+00:00,128.30,128.51,126.99,127.43,58.83
2025-01-08T21:00:00+00:00,127.43,127.60,127.25,127.35,42.56
2025-01-08T22:00:00+00:00,127.35,127.84,127.34,127.42,59.43
2025-01-08T23:00:00+00:00,127.42,127.71,126.69,126.83,72.84
2025-01-09T00:00:00+00:00,126.83,129.15,126.66,128.59,24.25
2025-01-09T01:00:00+00:00,128.59,128.95,128.06,128.18,18.39
2025-01-09T02:00:00+00:00,128.18,130.20,128.03,130.17,84.89
2025-01-09T03:00:00+00:00,130.17,130.76,130.16,130.28,55.80
2025-01-09T04:00:00+00:00,130.28,130.84,129.81,130.03,59.61
2025-01-09T05:00:00+00:00,130.03,130.54,129.49,129.95,55.74
2025-01-09T06:00:00+00:00,129.95,131.66,129.86,131.25,47.34
2025-01-09T07:00:00+00:00,131.25,133.14,131.10,132.81,83.85
2025-01-09T08:00:00+00:00,132.81,133.06,131.70,132.65,54.07
2025-01-09T09:00:00+00:00,132.65,132.87,130.61,130.91,41.06
2025-01-09T10:00:00+00:00,130.91,131.03,129.57,129.83,26.98
2025-01-09T11:00:00+00:00,129.83,130.16,129.46,130.03,31.02
2025-01-09T12:00:00+00:00,130.03,130.15,130.02,130.06,83.03
2025-01-09T13:00:00+00:00,130.06,130.39,128.34,128.63,83.87
2025-01-09T14:00:00+00:00,128.63,129.69,128.29,129.65,63.12
2025-01-09T15:00:00+00:00,129.65,130.29,129.21,129.87,49.63
2025-01-09T16:00:00+00:00,129.87,129.93,128.81,128.86,68.93
2025-01-09T17:00:00+00:00,128.86,129.05,127.64,127.92,97.23
2025-01-09T18:00:00+00:00,127.92,128.31,126.81,127.16,86.71
2025-01-09T19:00:00+00:00,127.16,127.34,125.48,125.70,38.50
2025-01-09T20:00:00+00:00,125.70,126.20,125.31,125.37,16.16
2025-01-09T21:00:00+00:00,125.37,125.83,124.66,125.15,99.77
2025-01-09T22:00:00+00:00,125.15,125.47,124.75,125.09,88.53
2025-01-09T23:00:00+00:00,125.09,126.22,124.93,125.79,91.31
2025-01-10T00:00:00+00:00,125.79,127.43,125.71,127.28,23.10
2025-01-10T01:00:00+00:00,127.28,128.45,127.20,128.07,81.33
2025-01-10T02:00:00+00:00,128.07,128.30,127.78,128.20,31.67
2025-01-10T03:00:00+00:00,128.20,128.34,127.15,127.24,51.50
2025-01-10T04:00:00+00:00,127.24,127.47,126.62,127.16,91.11
2025-01-10T05:00:00+00:00,127.16,127.28,127.01,127.20,49.76
2025-01-10T06:00:00+00:00,127.20,127.53,126.26,126.47,32.51
2025-01-10T07:00:00+00:00,126.47,126.58,125.51,125.68,44.62
2025-01-10T08:00:00+00:00,125.68,125.70,124.60,124.96,99.34
2025-01-10T09:00:00+00:00,124.96,125.19,123.58,124.38,69.24
2025-01-10T10:00:00+00:00,124.38,124.76,123.94,124.13,14.41
2025-01-10T11:00:00+00:00,124.13,124.41,122.48,122.69,91.37
2025-01-10T12:00:00+00:00,122.69,123.22,122.04,122.26,67.30
2025-01-10T13:00:00+00:00,122.26,122.59,121.35,121.66,74.88
2025-01-10T14:00:00+00:00,121.66,122.14,120.21,120.66,68.17
2025-01-10T15:00:00+00:00,120.66,120.78,118.88,119.18,62.16
2025-01-10T16:00:00+00:00,119.18,119.31,118.92,119.05,25.81
2025-01-10T17:00:00+00:00,119.05,120.66,118.78,120.41,97.43
2025-01-10T18:00:00+00:00,120.41,120.53,118.26,118.37,84.22
2025-01-10T19:00:00+00:00,118.37,118.91,117.62,117.68,77.19
2025-01-10T20:00:00+00:00,117.68,117.80,117.19,117.36,96.99
2025-01-10T21:00:00+00:00,117.36,117.66,116.78,117.15,98.19
2025-01-10T22:00:00+00:00,117.15,118.77,116.80,118.65,11.25
2025-01-10T23:00:00+00:00,118.65,120.07,118.58,119.75,70.55
2025-01-11T00:00:00+00:00,119.75,120.10,118.79,119.10,19.75
2025-01-11T01:00:00+00:00,119.10,119.11,117.02,117.08,89.58
2025-01-11T02:00:00+00:00,117.08,117.33,115.12,115.13,84.15
2025-01-11T03:00:00+00:00,115.13,115.57,115.00,115.36,46.75
2025-01-11T04:00:00+00:00,115.36,117.20,115.24,116.65,18.75
2025-01-11T05:00:00+00:00,116.65,117.66,116.54,117.53,50.83
2025-01-11T06:00:00+00:00,117.53,117.97,116.42,116.72,76.80
2025-01-11T07:00:00+00:00,116.72,116.89,116.05,116.30,18.91
2025-01-11T08:00:00+00:00,116.30,116.32,115.20,115.28,43.35
2025-01-11T09:00:00+00:00,115.28,115.97,114.84,115.10,86.99
2025-01-11T10:00:00+00:00,115.10,116.37,114.30,116.10,42.28
2025-01-11T11:00:00+00:00,116.10,116.26,115.19,115.31,20.99
2025-01-11T12:00:00+00:00,115.31,116.04,115.09,115.77,63.74
2025-01-11T13:00:00+00:00,115.77,116.29,114.49,114.56,31.92
2025-01-11T14:00:00+00:00,114.56,115.54,114.09,115.26,28.64
2025-01-11T15:00:00+00:00,115.26,115.92,114.67,115.79,39.57
2025-01-11T16:00:00+00:00,115.79,117.35,115.19,116.83,23.02
2025-01-11T17:00:00+00:00,116.83,116.99,116.58,116.75,25.70
2025-01-11T18:00:00+00:00,116.75,116.81,115.99,116.52,31.41
2025-01-11T19:00:00+00:00,116.52,116.63,116.36,116.55,14.72
2025-01-11T20:00:00+00:00,116.55,116.92,116.37,116.37,80.02
2025-01-11T21:00:00+00:00,116.37,116.52,115.22,115.23,55.35
2025-01-11T22:00:00+00:00,115.23,115.39,115.11,115.36,56.93
2025-01-11T23:00:00+00:00,115.36,116.11,113.27,113.47,15.47
2025-01-12T00:00:00+00:00,113.47,113.51,112.31,112.44,91.87
2025-01-12T01:00:00+00:00,112.44,112.56,111.30,111.36,64.75
2025-01-12T02:00:00+00:00,111.36,111.99,111.11,111.90,39.27
2025-01-12T03:00:00+00:00,111.90,112.27,110.92,110.93,50.83
2025-01-12T04:00:00+00:00,110.93,111.01,110.30,110.48,68.58
2025-01-12T05:00:00+00:00,110.48,110.54,108.20,108.67,29.35
2025-01-12T06:00:00+00:00,108.67,108.74,107.75,107.93,47.44
2025-01-12T07:00:00+00:00,107.93,108.90,107.75,108.64,69.86
2025-01-12T08:00:00+00:00,108.64,108.76,108.05,108.15,84.86
2025-01-12T09:00:00+00:00,108.15,108.26,107.79,107.86,76.49
2025-01-12T10:00:00+00:00,107.86,108.52,107.53,108.17,39.67
2025-01-12T11:00:00+00:00,108.17,108.37,107.25,107.44,69.88
2025-01-12T12:00:00+00:00,107.44,108.05,107.17,107.32,64.04
2025-01-12T13:00:00+00:00,107.32,107.55,104.54,104.86,29.15
2025-01-12T14:00:00+00:00,104.86,105.04,103.93,104.38,43.08
2025-01-12T15:00:00+00:00,104.38,105.37,103.99,105.34,82.65
2025-01-12T16:00:00+00:00,105.34,107.25,105.17,106.58,67.84
2025-01-12T17:00:00+00:00,106.58,107.26,105.21,105.32,84.65
2025-01-12T18:00:00+00:00,105.32,105.51,105.06,105.13,40.58
2025-01-12T19:00:00+00:00,105.13,105.74,104.24,104.26,60.97
2025-01-12T20:00:00+00:00,104.26,104.36,103.68,103.73,77.15
2025-01-12T21:00:00+00:00,103.73,103.80,103.13,103.43,40.68
2025-01-12T22:00:00+00:00,103.43,103.78,102.25,102.32,17.65
2025-01-12T23:00:00+00:00,102.32,102.48,100.98,101.04,65.61
2025-01-13T00:00:00+00:00,101.04,101.25,100.40,100.58,49.78
2025-01-13T01:00:00+00:00,100.58,100.65,99.07,99.57,20.24
2025-01-13T02:00:00+00:00,99.57,99.67,98.62,98.77,70.04
2025-01-13T03:00:00+00:00,98.77,99.06,97.62,97.71,63.94
2025-01-13T04:00:00+00:00,97.71,98.35,97.67,98.34,33.00
2025-01-13T05:00:00+00:00,98.34,98.71,98.31,98.69,77.23
2025-01-13T06:00:00+00:00,98.69,99.22,98.59,98.96,85.00
2025-01-13T07:00:00+00:00,98.96,99.00,97.71,97.82,87.56
2025-01-13T08:00:00+00:00,97.82,97.87,97.29,97.86,61.82
2025-01-13T09:00:00+00:00,97.86,98.28,96.67,96.88,47.59
2025-01-13T10:00:00+00:00,96.88,96.93,96.64,96.89,65.63
2025-01-13T11:00:00+00:00,96.89,98.54,96.31,98.21,17.93
2025-01-13T12:00:00+00:00,98.21,98.65,97.90,98.46,45.62
2025-01-13T13:00:00+00:00,98.46,98.56,97.51,97.76,39.98
2025-01-13T14:00:00+00:00,97.76,98.48,97.49,98.17,91.53
2025-01-13T15:00:00+00:00,98.17,99.03,97.77,98.75,83.71
2025-01-13T16:00:00+00:00,98.75,99.10,98.63,98.89,64.22
2025-01-13T17:00:00+00:00,98.89,99.28,98.46,99.25,25.94
2025-01-13T18:00:00+00:00,99.25,99.63,99.23,99.28,50.40
2025-01-13T19:00:00+00:00,99.28,99.62,97.46,97.64,67.18
2025-01-13T20:00:00+00:00,97.64,98.06,96.13,96.25,16.15
2025-01-13T21:00:00+00:00,96.25,96.49,95.67,95.76,34.72
2025-01-13T22:00:00+00:00,95.76,96.78,95.64,96.65,15.12
2025-01-13T23:00:00+00:00,96.65,97.52,96.55,97.46,87.78
2025-01-14T00:00:00+00:00,97.46,98.44,97.12,98.11,59.89
2025-01-14T01:00:00+00:00,98.11,98.27,97.34,97.95,50.48
2025-01-14T02:00:00+00:00,97.95,98.73,97.80,98.32,23.58
2025-01-14T03:00:00+00:00,98.32,99.26,98.27,99.14,90.92
2025-01-14T04:00:00+00:00,99.14,99.53,98.05,98.24,32.30
2025-01-14T05:00:00+00:00,98.24,98.54,97.99,98.12,57.05
2025-01-14T06:00:00+00:00,98.12,98.73,98.05,98.48,40.45
2025-01-14T07:00:00+00:00,98.48,99.72,98.18,99.28,68.26
2025-01-14T08:00:00+00:00,99.28,99.60,99.18,99.55,75.14
2025-01-14T09:00:00+00:00,99.55,99.91,98.24,98.78,88.60
2025-01-14T10:00:00+00:00,98.78,99.13,97.91,98.09,97.09
2025-01-14T11:00:00+00:00,98.09,98.74,97.81,98.64,63.55
2025-01-14T12:00:00+00:00,98.64,99.36,98.26,99.26,83.19
2025-01-14T13:00:00+00:00,99.26,100.55,98.77,100.28,76.49
2025-01-14T14:00:00+00:00,100.28,100.62,99.56,99.76,42.56
2025-01-14T15:00:00+00:00,99.76,99.88,98.77,98.91,29.28
2025-01-14T16:00:00+00:00,98.91,99.92,98.89,99.81,16.94
2025-01-14T17:00:00+00:00,99.81,100.28,99.69,100.21,79.38
2025-01-14T18:00:00+00:00,100.21,101.61,99.94,101.07,78.97
2025-01-14T19:00:00+00:00,101.07,101.38,100.86,101.18,24.60
2025-01-14T20:00:00+00:00,101.18,102.30,101.11,101.85,49.39
2025-01-14T21:00:00+00:00,101.85,102.23,101.03,101.27,31.38
2025-01-14T22:00:00+00:00,101.27,101.35,100.49,100.50,58.06
2025-01-14T23:00:00+00:00,100.50,100.70,98.93,99.44,52.21
2025-01-15T00:00:00+00:00,99.44,100.05,98.62,99.80,51.55
2025-01-15T01:00:00+00:00,99.80,99.86,98.59,98.88,57.47
2025-01-15T02:00:00+00:00,98.88,100.55,98.83,100.43,32.50
2025-01-15T03:00:00+00:00,100.43,100.82,99.42,99.90,59.91
2025-01-15T04:00:00+00:00,99.90,101.57,99.75,101.22,78.68
2025-01-15T05:00:00+00:00,101.22,101.32,99.92,100.56,23.26
2025-01-15T06:00:00+00:00,100.56,100.84,98.43,98.49,41.46
2025-01-15T07:00:00+00:00,98.49,99.50,98.47,99.40,55.18
2025-01-15T08:00:00+00:00,99.40,100.57,99.35,99.60,93.77
2025-01-15T09:00:00+00:00,99.60,99.93,99.23,99.70,81.22
2025-01-15T10:00:00+00:00,99.70,100.31,99.48,100.12,22.49
2025-01-15T11:00:00+00:00,100.12,100.21,98.54,98.85,10.47
2025-01-15T12:00:00+00:00,98.85,99.52,98.66,99.41,75.45
2025-01-15T13:00:00+00:00,99.41,99.56,98.36,98.39,35.93
2025-01-15T14:00:00+00:00,98.39,98.48,97.79,98.25,51.14
2025-01-15T15:00:00+00:00,98.25,99.48,97.84,98.98,63.71
2025-01-15T16:00:00+00:00,98.98,100.06,98.97,100.02,48.63
2025-01-15T17:00:00+00:00,100.02,100.65,99.87,100.48,47.49
2025-01-15T18:00:00+00:00,100.48,100.59,100.14,100.25,57.35
2025-01-15T19:00:00+00:00,100.25,101.14,100.12,100.16,59.87
2025-01-15T20:00:00+00:00,100.16,100.38,98.79,99.35,32.83
2025-01-15T21:00:00+00:00,99.35,99.87,97.36,97.41,41.03
2025-01-15T22:00:00+00:00,97.41,97.83,97.18,97.25,39.93
2025-01-15T23:00:00+00:00,97.25,97.61,95.67,95.77,83.22
2025-01-16T00:00:00+00:00,95.77,96.92,95.32,96.46,66.86
2025-01-16T01:00:00+00:00,96.46,96.79,96.36,96.74,79.86
2025-01-16T02:00:00+00:00,96.74,96.81,95.81,96.00,13.77
2025-01-16T03:00:00+00:00,96.00,96.48,95.86,96.15,99.02
2025-01-16T04:00:00+00:00,96.15,96.21,95.47,95.48,42.13
2025-01-16T05:00:00+00:00,95.48,95.59,94.29,94.88,39.87
2025-01-16T06:00:00+00:00,94.88,95.69,94.50,95.49,90.52
2025-01-16T07:00:00+00:00,95.49,96.10,94.00,94.53,54.66
2025-01-16T08:00:00+00:00,94.53,94.54,91.95,92.48,75.44
2025-01-16T09:00:00+00:00,92.48,92.84,92.09,92.29,84.01
2025-01-16T10:00:00+00:00,92.29,92.36,91.14,91.53,37.58
2025-01-16T11:00:00+00:00,91.53,92.43,91.34,92.17,72.08
2025-01-16T12:00:00+00:00,92.17,92.24,91.83,92.02,99.83
2025-01-16T13:00:00+00:00,92.02,92.15,90.59,91.42,95.31
2025-01-16T14:00:00+00:00,91.42,92.77,91.07,92.58,71.15
2025-01-16T15:00:00+00:00,92.58,93.98,92.53,93.82,64.68
2025-01-16T16:00:00+00:00,93.82,93.96,93.34,93.88,42.97
